ticker,company_name,Current Market Value,Closing Price,Total Volume,% Chg in Price,Net Sales,FE Growth Sales Mean CY 1CY Roll Over -1AW,EBITDA Margin,Net Inc Before Extra & Disc Op,Free Cash Flow,Total Debt% Equity,Price / Earns Ratio,Entrpr Value/ EBITDA,Price /Sales CFY,Number of Insider Purchases (last year),EPS Report Date,FE Price_Tgt Mean ,Option Volume,Put/Call Ratio,Option Open interest,Theor. Imp Vol,Industry,Short Interest,3y BETA Rel to Loc Idx,Local Price 52 Week Low,Local Price 52 Week High,Average Daily Volume,Entrpr Value/ Sales,EV/FCF,1y - Compound Tot Ret,2y - Compound Tot Ret,5y - Compound Tot Ret,10y - Compound Tot Ret,IV Rank,IV Max - 1y,IV Min -1y,Exchng Ticker,Net Sales - 0y ago,Net Sales - 1y ago,Net Sales - 2y ago,Net Sales - 3y ago,Net Sales - 5y ago,Net Sales - 10y ago
AVAV,"AeroVironment, Inc.","9,560.9",191.5,1.3,6.8,"1,530.1",-0.0,9.9,-172.8,-25.3,19.1,97.9,42.5,5.2,0.0,20250624,300.9,"8,279.0",0.3,"69,759.0",89.3,Aerospace & Defense,12.3,2.0,156.0,417.9,1.3,5.2,-169.8,2.9,-5.8,75.0,547.3,55.3,1.1,0.5,AVAV-USA,820.6,716.7,540.5,445.7,367.3,259.4
BRKR,Bruker Corporation,"9,544.6",62.7,4.4,-4.4,"3,436.5",0.0,14.6,-8.6,43.3,83.2,,17.5,2.1,0.0,20260212,51.6,"4,097.0",0.0,"14,265.0",,Medical Specialties,12.1,1.7,28.5,63.0,4.4,2.6,206.7,68.5,-2.0,-7.0,147.3,67.1,0.8,0.5,BRKR-USA,"3,436.5","3,366.4","2,964.5","2,530.7","1,987.5","1,623.8"
VSAT,"ViaSat, Inc.","9,507.9",69.6,3.5,4.8,"4,616.1",3.7,31.8,-339.0,597.1,148.5,,7.5,1.3,0.0,20260528,95.0,"2,128.0",0.3,"150,343.0",83.3,Telecommunications Equipment,7.8,1.9,8.8,89.8,3.5,2.5,19.1,683.1,327.6,29.0,-4.7,65.4,0.9,0.7,VSAT-USA,"4,640.3","4,519.6","4,283.8","2,556.2","2,256.1","1,397.2"
SNAP,"Snap, Inc. Class A","9,495.5",5.7,33.4,5.9,"5,931.4",0.0,-6.2,-460.5,437.2,181.6,,,2.3,0.0,20260204,7.6,"34,935.0",0.2,"1,844,135.0",58.5,Packaged Software,11.2,1.6,3.8,10.4,33.4,2.5,34.0,-31.5,-62.6,-90.5,,29.7,1.0,0.5,SNAP-USA,"5,931.4","5,361.4","4,606.1","4,601.8","2,506.6",58.7
SIRI,SiriusXM Holdings Inc.,"9,452.3",28.1,3.7,-1.0,"8,558.0",0.0,29.2,805.0,"1,245.0",83.9,8.9,6.7,0.8,0.0,20260205,27.6,"57,988.0",0.0,"330,693.0",38.4,Broadcasting,8.9,1.2,19.8,30.1,3.7,2.0,13.5,36.2,10.8,-47.1,-12.3,32.1,0.5,0.3,SIRI-USA,"8,558.0","8,699.0","8,953.0","9,003.0","8,040.0","4,570.1"
CART,Maplebear Inc.,"9,396.5",40.0,3.5,3.8,"3,742.0",0.0,19.3,447.0,910.0,1.3,28.1,16.5,3.4,0.0,20260212,50.4,"2,450.0",0.4,"89,074.0",43.9,Air Freight/Couriers,8.1,0.9,32.7,53.5,3.5,3.2,13.1,-13.2,29.0,,,31.8,0.7,0.4,CART-USA,"3,742.0","3,378.0","3,042.0","2,551.0","1,477.0",
RRC,Range Resources Corporation,"9,382.5",39.8,2.7,1.7,"2,993.7",0.0,41.3,656.7,529.8,31.8,12.9,7.8,2.8,0.0,20260224,47.7,"5,201.0",1.0,"52,339.0",37.8,Oil & Gas Production,8.6,-0.2,32.6,48.3,2.7,3.3,18.5,3.0,10.2,187.1,-2.0,55.3,0.4,0.3,RRC-USA,"2,993.7","2,360.0","2,553.3","5,335.3","1,781.0","1,181.7"
FDS,FactSet Research Systems Inc.,"9,233.1",253.4,0.8,0.6,"2,374.2",0.0,40.6,595.7,617.5,72.3,24.0,16.1,6.2,0.0,20250918,268.9,"1,124.0",0.1,"12,372.0",56.7,Financial Publishing/Services,15.9,0.5,185.0,453.4,0.8,6.7,25.1,-40.7,-34.1,-17.9,77.5,86.4,0.6,0.2,FDS-USA,"2,321.7","2,203.1","2,085.5","1,843.9","1,494.1","1,006.8"
CORZ,Core Scientific Inc,"9,196.4",28.9,12.0,-3.5,319.0,-0.3,-35.3,-280.7,-450.8,,,,14.5,0.0,20260302,31.8,"42,775.0",0.2,"1,865,432.0",78.7,Data Processing Services,21.5,5.5,10.9,30.5,12.0,17.2,-12.2,145.2,494.0,,,28.8,1.2,0.7,CORZ-USA,319.0,510.7,502.4,640.3,0.0,
TKR,Timken Company,"9,160.8",131.8,0.9,1.4,"4,581.8",0.0,17.8,288.4,406.1,64.6,20.5,9.3,1.3,0.0,20260204,135.3,"1,216.0",5.1,"7,308.0",40.2,Industrial Machinery,3.4,1.2,69.3,133.1,0.9,1.7,19.1,89.7,59.3,62.9,380.1,87.7,0.5,0.3,TKR-USA,"4,581.8","4,573.0","4,769.0","4,496.7","3,513.2","2,872.3"
W,"Wayfair, Inc. Class A","9,158.0",69.4,2.8,4.5,"12,457.0",0.0,3.2,-313.0,329.0,,,36.6,1.0,0.0,20260219,91.6,"7,556.0",1.2,"179,545.0",71.5,Specialty Stores,16.2,3.3,42.6,120.0,2.8,1.3,47.4,61.4,19.8,-78.7,65.0,60.4,0.8,0.5,W-USA,"12,457.0","11,851.0","12,003.0","12,218.0","14,145.2","2,249.9"
ENPH,"Enphase Energy, Inc.","9,096.7",69.0,4.9,-0.9,"1,473.0",-0.0,32.3,172.1,95.9,114.4,24.8,8.4,2.9,4.0,20260203,44.5,"28,309.0",0.3,"485,382.0",,Electrical Products,23.5,1.7,25.8,73.7,4.9,2.8,42.3,57.8,-45.9,-48.5,"3,333.8",83.5,1.1,0.6,ENPH-USA,"1,473.0","1,330.4","2,290.8","2,330.9",774.4,357.2
MBLY,"Mobileye Global, Inc. Class A","9,045.1",10.7,5.6,-1.9,"1,894.0",0.0,4.1,-392.0,523.0,0.5,,86.4,4.5,,20260122,12.8,"9,423.0",0.1,"340,817.0",70.4,Packaged Software,21.2,1.6,6.5,20.2,5.6,3.5,12.8,-35.6,-59.4,,,79.3,0.8,0.5,MBLY-USA,"1,894.0","1,654.0","2,079.0","1,869.0",967.0,
AAL,American Airlines Group Inc.,"8,975.0",13.6,71.7,-2.0,"54,633.0",-0.0,7.0,111.0,-680.0,,91.3,8.5,0.2,0.0,20260127,15.7,"312,372.0",1.7,"2,776,195.0",50.7,Airlines,13.0,1.8,10.1,16.5,71.7,0.7,-58.1,18.3,17.7,-45.6,-54.2,52.2,0.7,0.4,AAL-USA,"54,633.0","54,211.0","52,788.0","48,971.0","17,337.0","40,990.0"
VSH,"Vishay Intertechnology, Inc.","8,706.7",64.0,12.1,-0.5,"3,069.0",0.0,9.2,-9.0,-89.0,51.4,,8.5,0.6,,20260204,34.0,"12,710.0",0.2,"53,869.0",122.0,Electronic Production Equipment,9.1,2.6,11.8,66.1,12.1,0.8,-28.4,343.9,180.8,199.8,488.7,100.0,1.1,0.4,VSH-USA,"3,069.0","2,937.6","3,402.0","3,497.4","2,501.9","2,300.5"
CHWY,"Chewy, Inc. Class A","8,605.0",21.0,7.0,-1.0,"12,595.7",-0.1,3.0,217.3,562.4,114.1,55.6,28.6,1.0,0.0,20260325,39.4,"12,196.0",0.4,"211,416.0",72.2,Internet Retail,11.3,1.6,19.3,48.6,7.0,1.0,21.5,-55.8,-5.5,-72.0,,98.1,0.8,0.4,CHWY-USA,"12,601.5","11,861.3","11,147.7","10,119.0","7,146.3",
TEM,"Tempus AI, Inc. Class A","8,531.1",47.5,6.5,10.0,"1,271.8",-0.0,-10.7,-245.0,-239.1,270.1,,,8.1,0.0,20260224,66.5,"26,617.0",0.2,"366,411.0",76.1,Packaged Software,33.3,3.6,41.7,104.3,6.5,8.5,-45.4,-23.3,,,,40.3,0.9,0.6,TEM-USA,"1,271.8",693.4,531.8,320.7,188.0,
NCLH,Norwegian Cruise Line Holdings Ltd.,"8,332.8",18.2,25.3,5.4,"9,827.6",-0.0,27.9,423.2,"-1,169.9",703.0,24.4,9.2,1.1,24.0,20260302,20.8,"45,721.0",0.4,"608,573.0",58.4,Hotels/Resorts/Cruiselines,15.8,2.1,14.5,27.2,25.3,2.6,-22.2,-0.7,5.6,-43.6,-60.3,66.2,0.7,0.4,NCLH-USA,"9,827.6","9,479.7","8,549.9","4,843.8","1,279.9","4,345.0"
CAVA,"CAVA Group, Inc.","8,308.1",71.3,2.9,0.6,"1,179.7",-0.0,13.0,63.7,26.1,59.8,111.6,43.9,6.0,8.0,20260224,93.2,"5,711.0",1.1,"157,852.0",52.4,Restaurants,13.4,1.7,43.4,98.8,2.9,6.1,275.0,-12.0,-18.9,,,30.8,0.8,0.5,CAVA-USA,"1,179.7",963.7,728.7,564.1,,
SM,SM Energy Company,"8,221.0",34.3,3.5,-1.0,"3,154.0",0.3,64.4,648.0,539.0,59.3,3.3,2.2,0.7,0.0,20260225,42.1,"2,577.0",0.7,"65,271.0",54.9,Integrated Oil,5.4,0.2,17.5,35.9,3.5,1.5,8.6,40.9,-23.5,58.3,24.1,18.5,0.9,0.4,SM-USA,"3,154.0","2,690.3","2,373.9","3,358.6","1,126.6","1,513.9"
MXL,"MaxLinear, Inc.","8,183.6",91.4,5.5,3.1,467.6,0.0,-12.5,-136.7,7.0,32.1,,,3.2,0.0,20260129,63.3,"14,511.0",0.1,"77,103.0",129.7,Semiconductors,3.6,6.8,11.6,106.3,5.5,3.4,225.0,658.4,426.1,147.1,344.7,77.7,1.5,0.6,MXL-USA,467.6,360.5,693.3,"1,120.3",478.6,300.4
Z,"Zillow Group, Inc. Class C","8,124.7",35.5,5.0,1.2,"2,583.0",0.0,10.1,23.0,235.0,9.4,753.8,62.8,6.7,0.0,20260210,65.1,"9,043.0",0.1,"112,282.0",66.6,Internet Software/Services,9.3,2.0,34.4,93.9,5.0,6.4,70.2,-48.6,-14.9,-67.3,21.1,100.0,0.7,0.4,Z-USA,"2,583.0","2,236.0","1,945.0","1,958.0","3,339.8",644.7
CLF,Cleveland-Cliffs Inc,"8,071.4",14.2,25.2,2.0,"18,610.0",0.7,-0.2,"-1,473.0","-1,023.0",129.8,,,0.4,0.0,20260209,10.4,"62,812.0",0.2,"801,077.0",72.8,Steel,13.9,2.1,6.7,16.7,25.2,0.8,-14.5,87.2,-17.5,-29.3,221.1,84.4,0.8,0.6,CLF-USA,"18,610.0","19,185.0","21,996.0","22,989.0","5,232.0","2,027.1"
XP,XP Inc. Class A,"8,065.4",15.6,6.6,0.3,"3,329.0",-0.7,34.1,925.4,"9,077.4",362.4,9.3,19.7,2.6,,20260212,24.4,"6,048.0",0.7,"195,612.0",48.9,Investment Banks/Brokers,4.6,1.2,15.5,23.1,6.6,6.7,2.5,-18.4,-13.7,-55.8,,12.2,1.2,0.5,XP-USA,"3,329.0","3,213.1","3,014.6","2,650.7","1,653.2",
RGTI,"Rigetti Computing, Inc.","8,009.2",24.1,78.4,0.3,7.1,-0.0,"-1,079.2",-216.2,-77.2,1.3,,,968.0,0.0,20260304,31.0,"191,417.0",0.1,"847,205.0",125.3,Computer Processing Hardware,15.5,1.0,10.3,58.2,78.4,906.4,-83.2,100.1,"2,239.3",145.6,,50.9,1.6,0.8,RGTI-USA,7.1,10.8,12.0,13.1,0.0,
MTCH,"Match Group, Inc.","8,005.7",34.3,3.0,1.3,"3,487.2",0.0,29.8,613.4,"1,023.6",,13.6,11.0,2.4,0.0,20260203,41.1,"3,674.0",0.8,"51,518.0",33.8,Internet Software/Services,3.9,1.1,28.8,39.2,3.0,3.3,11.3,15.4,14.6,-74.0,,26.9,0.6,0.3,MTCH-USA,"3,487.2","3,479.4","3,364.5","3,188.8","2,391.3","1,020.4"
ST,Sensata Technologies Holding PLC,"7,787.9",53.6,2.8,-1.7,"3,701.7",0.0,20.9,31.3,490.3,104.9,155.9,9.3,1.3,0.0,20260219,51.5,"8,081.0",0.0,"21,343.0",51.0,Electronic Equipment/Instruments,5.5,1.4,26.3,53.9,2.8,2.0,14.8,104.4,33.8,-5.3,52.5,100.0,0.5,0.4,ST-USA,"3,701.7","3,935.1","4,071.2","4,075.4","3,034.8","2,865.9"
BIRK,Birkenstock Holding plc,"7,762.7",42.2,3.9,1.8,"2,407.1",-0.1,30.9,425.6,288.5,48.6,21.9,13.1,3.6,0.0,20251218,52.4,"19,217.0",3.4,"55,165.0",60.9,Apparel/Footwear,20.1,1.2,31.1,57.2,3.9,4.2,33.4,-23.5,-28.1,,,100.0,0.6,0.4,BIRK-USA,"2,315.6","1,956.2","1,590.2","1,344.0",,
REXR,"Rexford Industrial Realty, Inc.","7,674.4",34.0,2.6,0.6,998.0,-0.1,69.8,209.4,208.7,39.9,45.0,18.1,9.0,0.0,20260204,39.6,"1,139.0",0.0,"22,349.0",,Real Estate Investment Trusts,4.7,1.4,32.1,44.4,2.6,12.8,61.1,0.0,-17.1,-29.8,119.2,42.8,0.4,0.3,REXR-USA,998.0,932.7,794.1,631.5,335.1,95.4
CELH,"Celsius Holdings, Inc.","7,671.8",30.0,7.5,-7.5,"2,515.3",0.0,22.6,101.4,323.4,207.8,182.7,23.9,4.6,12.0,20260226,62.5,"14,814.0",0.5,"583,977.0",59.6,Beverages: Non-Alcoholic,14.4,0.8,27.7,66.7,7.5,5.4,42.0,-23.4,-60.0,22.4,"3,458.5",55.5,0.8,0.4,CELH-USA,"2,515.3","1,355.6","1,318.0",653.6,130.7,17.2
GAP,"Gap, Inc.","7,628.0",21.2,6.1,1.7,"15,337.0",-0.6,10.6,827.7,823.0,148.8,13.2,5.8,0.7,0.0,20260306,27.9,"10,383.0",1.0,"153,910.0",37.1,Apparel/Footwear Retail,11.0,1.8,18.7,29.4,6.1,0.9,16.2,-0.7,-22.8,-19.0,57.2,14.8,0.8,0.4,GAP-USA,"15,366.0","15,086.0","14,889.0","15,616.0","13,800.0","15,797.0"
AVT,"Avnet, Inc.","7,622.5",92.9,1.1,-5.2,"23,150.7",0.0,3.2,207.5,577.0,64.1,19.2,9.5,0.2,0.0,20250806,89.0,"1,079.0",0.1,"9,926.0",43.6,Electronics Distributors,7.9,1.2,44.3,95.3,1.1,0.3,12.6,87.7,79.7,142.2,184.0,88.2,0.5,0.3,AVT-USA,"22,200.8","23,757.1","26,536.9","24,310.7","17,634.3","27,924.7"
IBRX,ImmunityBio Inc,"7,520.0",7.2,9.0,1.5,113.3,0.0,-212.3,-351.4,-308.8,,,,16.1,,20260223,12.5,"19,046.0",0.1,"617,264.0",,Pharmaceuticals: Major,36.0,-0.2,2.0,12.4,9.0,21.4,-7.9,164.9,15.8,-59.5,-7.1,13.1,1.5,1.0,IBRX-USA,113.3,14.7,0.6,0.2,0.1,0.2
NE,Noble Corporation PLC Class A,"7,442.8",46.7,1.3,0.1,"3,285.6",-0.4,33.5,216.7,432.2,44.9,20.9,5.5,1.4,0.0,20260211,50.4,"8,794.0",0.0,"48,267.0",44.4,Contract Drilling,6.5,0.7,25.2,55.0,1.3,1.9,14.1,84.6,20.1,163.3,,43.7,0.5,0.4,NE-USA,"3,285.6","3,057.8","2,589.0","1,413.8",964.3,"3,352.3"
VOYA,"Voya Financial, Inc.","7,442.8",82.1,1.2,2.3,"8,189.0",0.0,,654.0,"1,288.0",86.1,11.8,,0.9,0.0,20260203,89.3,"1,232.0",0.0,"22,369.0",35.0,Life/Health Insurance,3.7,1.2,64.5,84.0,1.2,1.7,10.6,25.7,13.2,38.2,193.8,70.8,0.4,0.3,VOYA-USA,"8,189.0","8,050.0","7,348.0","5,930.0","7,649.0","11,241.6"
SFM,"Sprouts Farmers Market, Inc.","7,427.6",79.0,1.6,1.5,"8,806.2",0.0,11.3,523.7,466.1,138.5,15.0,7.7,0.9,0.0,20260219,93.5,"1,010.0",0.4,"62,983.0",48.3,Food Retail,10.5,0.5,64.8,175.0,1.6,1.1,20.5,-54.9,0.2,186.6,223.2,73.9,0.6,0.4,SFM-USA,"8,806.2","7,719.3","6,837.4","6,404.2","6,468.8","3,593.0"
MOS,Mosaic Company,"7,405.8",23.3,6.3,-1.7,"12,052.4",0.0,20.4,540.7,-534.6,47.7,14.2,5.3,0.6,0.0,20260224,26.4,"15,830.0",0.2,"494,835.0",49.8,Chemicals: Agricultural,6.2,0.6,20.9,38.2,6.3,1.1,-24.9,-34.4,-18.1,-29.8,5.6,73.1,0.6,0.3,MOS-USA,"12,052.4","11,122.8","13,696.1","19,125.2","8,681.7","8,895.3"
NVTS,Navitas Semiconductor Corporation,"7,207.7",30.8,112.3,-0.6,45.9,0.0,-142.5,-117.0,-44.4,1.5,,,32.0,0.0,20260224,14.5,"168,863.0",0.4,"528,961.0",143.7,Semiconductors,19.3,5.4,5.4,34.2,112.3,26.9,-27.8,419.2,650.4,211.2,,65.9,1.7,0.8,NVTS-USA,45.9,83.3,79.5,37.2,11.8,
BROS,"Dutch Bros, Inc. Class A","7,204.8",56.6,2.8,-1.2,"1,638.2",-0.0,15.2,79.8,54.4,160.0,96.4,33.2,4.7,4.0,20260212,76.7,"6,792.0",0.8,"86,879.0",49.4,Restaurants,14.8,2.0,44.6,77.9,2.8,5.3,160.6,-20.1,61.4,,,25.9,0.8,0.4,BROS-USA,"1,638.2","1,281.0",965.8,739.0,327.4,
TEX,Terex Corporation,"7,156.9",62.7,1.0,0.0,"5,421.0",0.0,11.7,221.0,322.0,129.5,16.0,8.5,0.7,0.0,20260211,76.6,"1,150.0",6.9,"7,142.0",48.3,Trucks/Construction/Farm Machinery,4.5,1.5,41.7,71.5,1.0,1.0,17.0,39.2,12.4,26.6,239.1,54.0,0.6,0.4,TEX-USA,"5,421.0","5,127.0","5,151.5","4,417.7","3,076.4","5,021.7"
FLR,Fluor Corporation,"7,005.8",50.2,3.3,0.5,"15,503.0",0.0,-1.6,-51.0,-437.0,33.0,,,0.4,0.0,20260217,51.6,"2,218.0",0.7,"147,305.0",48.9,Engineering & Construction,6.1,1.3,37.6,57.5,3.3,0.2,-8.8,15.6,15.0,153.5,4.1,50.4,0.6,0.4,FLR-USA,"15,503.0","16,315.0","15,474.0","13,744.0","14,157.9","18,114.1"
AXTI,"AXT, Inc.","6,980.7",106.7,6.2,-0.7,88.3,0.0,-14.6,-21.3,-18.8,25.6,,,8.1,0.0,20260219,88.2,"21,492.0",0.5,"291,864.0",146.9,Electronic Production Equipment,15.7,1.5,1.7,143.2,6.2,8.2,-38.6,"6,085.5","2,905.6",954.3,"2,897.2",15.0,5.0,0.9,AXTI-USA,88.3,99.4,75.8,141.1,95.4,77.5
RIG,Transocean Ltd.,"6,900.7",6.2,37.0,1.1,"3,965.0",0.0,34.4,"-2,915.0",626.0,73.6,,6.5,1.0,0.0,20260219,6.5,"34,355.0",0.0,"1,449,568.0",58.2,Contract Drilling,22.2,1.0,2.5,7.7,37.0,2.3,14.3,127.2,8.2,36.7,-36.6,38.8,0.8,0.5,RIG-USA,"3,965.0","3,524.0","2,832.0","2,575.0","3,152.0","7,386.0"
TAP,Molson Coors Beverage Company Class B,"6,865.8",38.6,2.7,-0.5,"11,140.8",0.0,20.1,"-2,139.6","1,067.8",63.7,,6.7,0.8,0.0,20260218,45.8,"1,467.0",0.3,"27,560.0",32.4,Beverages: Alcoholic,13.5,0.5,38.4,54.8,2.7,1.4,14.3,-23.0,-21.5,-24.2,-51.2,88.8,0.4,0.3,TAP-USA,"11,140.8","11,627.0","11,702.1","10,701.0","9,654.0","3,567.5"
FIGR,"Figure Technology Solutions, Inc. Class A","6,831.6",31.0,3.3,1.1,457.2,0.2,39.9,133.9,"-6,555.2",77.0,142.4,46.2,19.3,0.0,20260226,52.6,"9,669.0",0.4,"114,959.0",83.1,Internet Software/Services,9.1,-0.5,25.0,78.0,3.3,18.4,-1.3,,,,,9.0,1.2,0.8,FIGR-USA,457.2,275.7,183.3,,,
CHYM,"Chime Financial, Inc. Class A","6,725.0",17.7,4.3,2.9,"1,962.3",0.0,-49.8,"-1,009.9",22.9,9.6,,,4.9,0.0,20260225,30.4,"3,700.0",3.9,"86,340.0",63.2,Regional Banks,7.9,0.8,16.2,44.9,4.3,4.4,376.4,,,,,17.8,1.0,0.6,CHYM-USA,"1,962.3","1,597.1","1,278.5","1,008.8",,
ESTC,Elastic NV,"6,634.4",64.1,2.6,1.5,"1,654.5",15.5,-1.1,-92.8,321.8,71.7,13.5,,2.9,,20260528,73.7,"1,105.0",0.1,"60,077.0",68.9,Packaged Software,6.1,1.0,42.1,96.1,2.6,2.4,13.0,-23.4,-37.6,-50.6,,82.2,0.7,0.4,ESTC-USA,"1,739.3","1,483.3","1,267.3","1,069.0",608.5,
GTES,Gates Industrial Corporation plc,"6,611.6",26.0,2.4,0.3,"3,443.2",0.0,21.6,252.2,404.9,71.5,22.2,9.9,1.6,,20260212,31.1,"8,120.0",69.0,"15,889.0",41.9,Industrial Machinery,3.9,1.5,20.9,28.5,2.4,2.2,18.6,20.7,50.6,41.9,,50.1,0.6,0.3,GTES-USA,"3,443.2","3,408.2","3,570.2","3,554.2","2,793.0","2,745.1"
OWL,"Blue Owl Capital, Inc. Class A","6,548.5",9.7,32.0,5.2,"2,870.2",0.0,30.5,78.8,"1,198.3",175.1,144.8,19.3,3.4,0.0,20260205,13.3,"19,921.0",0.9,"1,087,986.0",58.1,Investment Managers,22.0,1.1,8.0,21.1,32.0,6.1,14.5,-44.5,-39.3,-5.0,,61.0,0.8,0.3,OWL-USA,"2,870.2","2,295.4","1,731.6","1,369.7",249.8,
MSM,"MSC Industrial Direct Co., Inc. Class A","6,544.3",117.2,0.6,-0.2,"3,815.4",0.0,10.9,205.6,240.9,41.5,25.3,13.6,1.3,0.0,20251023,100.0,"1,708.0",283.7,"2,628.0",35.5,Wholesale Distributors,5.7,0.8,78.8,117.3,0.6,1.5,23.0,49.5,48.3,51.7,146.9,59.9,0.4,0.3,MSM-USA,"3,769.5","3,821.0","4,009.3","3,691.9","3,192.4","2,910.4"
FLY,"Firefly Aerospace, Inc.","6,533.3",39.8,8.0,3.9,159.9,0.6,-138.9,-298.3,-237.8,25.9,,,22.3,0.0,20260319,44.3,"13,977.0",0.4,"205,335.0",122.9,Aerospace & Defense,10.3,-0.3,16.0,73.8,8.0,18.6,-12.5,,,,,66.0,1.5,0.7,FLY-USA,159.9,60.8,55.2,,,
KMX,"CarMax, Inc.","6,528.0",46.0,5.1,1.9,"27,801.2",0.0,3.7,387.7,"1,242.9",304.3,25.8,24.6,0.2,0.0,20260414,37.4,"3,118.0",0.9,"66,043.0",73.9,Specialty Stores,12.5,1.3,30.3,72.0,5.1,0.9,19.6,-30.5,-34.7,-59.6,-10.7,84.2,0.6,0.3,KMX-USA,"27,745.4","28,207.4","28,213.4","31,126.4","20,092.2","15,832.6"
SGHC,Super Group (SGHC) Limited,"6,467.8",12.7,3.1,2.4,"2,231.0",0.0,22.4,217.0,326.0,10.1,27.8,11.3,2.7,0.0,20260223,18.1,"7,849.0",0.0,"93,222.0",57.8,Casinos/Gaming,12.0,0.9,8.5,14.4,3.1,2.5,17.3,52.4,296.5,40.4,,36.0,0.9,0.4,SGHC-USA,"2,231.0","1,835.5","1,552.6","1,358.1","1,035.1",
VFC,V.F. Corporation,"6,428.9",16.4,5.1,0.6,"9,590.6",0.0,12.6,223.9,492.9,299.2,25.5,7.0,0.7,0.0,20260520,19.3,"2,767.0",0.7,"405,205.0",52.0,Apparel/Footwear,8.6,1.7,11.1,22.3,5.1,1.1,21.6,34.5,24.2,-75.5,-62.4,12.4,0.9,0.5,VFC-USA,"9,602.8","9,534.6","9,920.7","11,619.3","9,236.2","12,692.9"
LNC,Lincoln National Corp,"6,411.4",33.5,2.3,1.5,"18,789.0",0.0,,"1,177.0",-167.0,58.0,7.6,,0.4,0.0,20260212,42.6,"2,146.0",1.4,"71,101.0",36.2,Multi-Line Insurance,4.8,1.3,31.7,46.8,2.3,0.8,-93.4,5.9,12.0,-39.0,10.8,66.4,0.5,0.3,LNC-USA,"18,789.0","20,727.0","14,061.0","19,248.0","17,398.0","13,498.0"
KLAR,Klarna Group Plc,"6,398.8",17.0,6.6,3.1,"3,509.0",-0.0,-2.8,-294.0,"-1,035.0",57.4,,,3.1,0.0,20260219,21.6,"8,662.0",0.3,"201,899.0",71.9,Miscellaneous Commercial Services,21.1,2.3,12.1,57.2,6.6,2.2,-7.5,,,,,26.2,1.1,0.6,KLAR-USA,"3,509.0","2,811.0","2,276.0","1,904.0",,
VAL,Valaris Ltd.,"6,375.3",92.1,0.9,0.9,"2,369.0",-0.0,27.1,982.8,202.7,36.6,3.6,6.3,1.5,0.0,20260219,85.6,"2,243.0",0.0,"46,817.0",58.4,Contract Drilling,15.3,0.6,38.9,114.1,0.9,1.7,20.4,127.4,25.6,234.5,,75.3,0.6,0.4,VAL-USA,"2,369.0","2,362.6","1,784.2","1,602.5","1,427.2","4,063.4"
HIMS,"Hims & Hers Health, Inc. Class A","6,367.4",27.5,13.8,1.8,"2,347.6",0.1,7.5,128.4,57.4,207.2,63.4,49.8,3.6,4.0,20260223,27.7,"96,548.0",0.3,"1,063,949.0",86.5,Medical/Nursing Services,30.8,4.0,13.7,70.4,13.8,3.8,155.5,-49.7,34.3,97.3,,45.1,1.1,0.7,HIMS-USA,"2,347.6","1,476.5",872.0,526.9,148.8,
ETSY,"Etsy, Inc.","6,362.8",67.1,3.0,0.0,"2,883.5",-0.2,16.6,163.0,638.8,,39.8,17.4,2.4,0.0,20260219,73.1,"4,454.0",0.4,"193,057.0",55.8,Internet Retail,14.4,2.0,44.0,76.5,3.0,2.9,13.1,11.4,2.8,-59.5,628.0,39.1,0.8,0.4,ETSY-USA,"2,883.5","2,808.3","2,748.4","2,566.1","1,725.6",273.5
VSXY,Victoria's Secret & Company,"6,271.5",79.0,6.4,-7.4,"6,499.0",1.9,9.6,163.9,312.0,375.4,28.1,7.8,0.7,8.0,20260305,84.1,"6,444.0",1.3,"44,662.0",76.0,Apparel/Footwear Retail,18.9,2.1,17.5,81.3,6.4,1.1,22.1,289.5,238.3,,,85.3,0.8,0.6,VSXY-USA,"6,553.0","6,230.0","6,182.0","6,344.0","5,413.0",
CPB,Campbell's Company,"6,258.1",21.0,10.5,2.7,"10,077.3",-0.0,17.1,559.3,705.0,184.9,16.1,8.9,0.9,0.0,20250903,20.3,"21,003.0",0.6,"207,586.0",41.6,Food: Specialty/Candy,23.4,0.1,19.6,34.7,10.5,1.6,23.8,-35.1,-48.0,-48.7,-52.3,100.0,0.5,0.3,CPB-USA,"10,253.0","9,636.0","9,357.0","8,562.0","8,691.0","8,082.0"
USAR,"USA Rare Earth, Inc. Class A","6,240.5",28.0,22.8,-3.1,1.6,-1.1,"-3,525.1",-297.6,-86.7,2.4,,,710.0,0.0,20260330,39.5,"52,199.0",0.4,"570,899.0",112.1,Metal Fabrication,12.1,2.4,9.0,44.0,22.8,499.2,-9.5,208.1,165.2,,,21.7,1.8,0.9,USAR-USA,1.6,0.0,0.0,,,
OSCR,"Oscar Health, Inc. Class A","6,180.6",20.5,6.7,15.1,"11,701.4",-1.0,,-443.2,"1,058.5",44.0,,,0.3,8.0,20260210,21.4,"17,212.0",0.6,"560,395.0",73.2,Managed Health Care,7.6,3.9,10.7,25.6,6.7,0.4,4.0,43.9,6.7,-20.2,,19.1,1.2,0.6,OSCR-USA,"11,701.4","9,177.6","5,862.9","3,963.6",462.8,
